chargesheet_id,case_id,court_id,court_name,filing_date,filing_officer_id,chargesheet_status
CHG000287,CR001251,CRT0024,Bengaluru South Family Court,2026-05-08,EMP001616,Filed
CHG000288,CR001252,CRT0121,Shivamogga District and Sessions Court,2025-11-20,EMP008299,Filed
CHG000289,CR001259,CRT0053,Chitradurga Civil Judge and JMFC Court,2024-10-04,EMP003321,Filed
CHG000290,CR001260,CRT0048,Chikkamagaluru Civil Judge and JMFC Court,2025-10-13,EMP003299,Accepted
CHG000291,CR001262,CRT0090,Kalaburagi Special Court,2026-03-27,EMP005351,Returned for Correction
CHG000292,CR001265,CRT0130,Tumakuru Special Court,2025-02-01,EMP008511,Accepted
CHG000293,CR001269,CRT0078,Hassan Civil Judge and JMFC Court,2026-11-08,EMP004941,Filed
CHG000294,CR001271,CRT0013,Belagavi Civil Judge and JMFC Court,2024-12-13,EMP000767,Filed
CHG000295,CR001275,CRT0139,Uttara Kannada Family Court,2024-11-03,EMP009419,Filed
CHG000296,CR001278,CRT0047,Chikkamagaluru Senior Civil Court,2025-06-19,EMP003301,Accepted
CHG000297,CR001290,CRT0021,Bengaluru South District and Sessions Court,2024-11-27,EMP001727,Accepted
CHG000298,CR001291,CRT0099,Kolar Family Court,2025-12-25,EMP006262,Filed
CHG000299,CR001302,CRT0041,Chikkaballapura District and Sessions Court,2026-03-16,EMP003275,Filed
CHG000300,CR001305,CRT0012,Belagavi Senior Civil Court,2026-08-09,EMP001181,Filed
CHG000301,CR001312,CRT0058,Dakshina Kannada Civil Judge and JMFC Court,2025-04-30,EMP003502,Filed
CHG000302,CR001315,CRT0133,Udupi Civil Judge and JMFC Court,2026-06-04,EMP008947,Accepted
CHG000303,CR001316,CRT0146,Vijayapura District and Sessions Court,2024-09-20,EMP009728,Accepted
CHG000304,CR001334,CRT0130,Tumakuru Special Court,2025-03-07,EMP008390,Returned for Correction
CHG000305,CR001336,CRT0004,Bagalkote Family Court,2025-09-20,EMP000033,Filed
CHG000306,CR001339,CRT0028,Bengaluru Urban Civil Judge and JMFC Court,2026-07-20,EMP002001,Returned for Correction
CHG000307,CR001342,CRT0093,Kodagu Civil Judge and JMFC Court,2025-07-19,EMP005838,Filed
CHG000308,CR001344,CRT0127,Tumakuru Senior Civil Court,2026-10-08,EMP008477,Filed
CHG000309,CR001345,CRT0049,Chikkamagaluru Family Court,2026-12-01,EMP003297,Filed
CHG000310,CR001351,CRT0079,Hassan Family Court,2026-07-20,EMP004650,Filed
CHG000311,CR001358,CRT0038,Chamarajanagar Civil Judge and JMFC Court,2024-12-26,EMP003255,Filed
CHG000312,CR001359,CRT0093,Kodagu Civil Judge and JMFC Court,2026-09-20,EMP005938,Filed
CHG000313,CR001360,CRT0029,Bengaluru Urban Family Court,2025-09-25,EMP002760,Filed
CHG000314,CR001367,CRT0034,Bidar Family Court,2025-06-02,EMP003134,Accepted
CHG000315,CR001368,CRT0078,Hassan Civil Judge and JMFC Court,2026-05-12,EMP004666,Accepted
CHG000316,CR001369,CRT0022,Bengaluru South Senior Civil Court,2026-07-08,EMP001740,Returned for Correction
CHG000317,CR001371,CRT0120,Raichur Special Court,2025-07-21,EMP007959,Filed
CHG000318,CR001373,CRT0113,Mysuru Civil Judge and JMFC Court,2025-03-28,EMP007576,Filed
CHG000319,CR001375,CRT0099,Kolar Family Court,2026-05-20,EMP006206,Filed
CHG000320,CR001376,CRT0088,Kalaburagi Civil Judge and JMFC Court,2025-06-06,EMP005524,Filed
CHG000321,CR001377,CRT0076,Hassan District and Sessions Court,2026-07-03,EMP004626,Accepted
CHG000322,CR001379,CRT0109,Mandya Family Court,2026-07-04,EMP006960,Filed
CHG000323,CR001383,CRT0106,Mandya District and Sessions Court,2026-02-20,EMP006871,Accepted
CHG000324,CR001384,CRT0062,Davanagere Senior Civil Court,2024-11-22,EMP003838,Filed
CHG000325,CR001385,CRT0128,Tumakuru Civil Judge and JMFC Court,2025-12-25,EMP000889,Filed
CHG000326,CR001386,CRT0062,Davanagere Senior Civil Court,2025-01-04,EMP004011,Filed
CHG000327,CR001389,CRT0079,Hassan Family Court,2026-01-27,EMP004966,Filed
CHG000328,CR001392,CRT0136,Uttara Kannada District and Sessions Court,2026-10-21,EMP009236,Filed
CHG000329,CR001393,CRT0080,Hassan Special Court,2026-07-07,EMP004717,Returned for Correction
CHG000330,CR001394,CRT0100,Kolar Special Court,2025-03-07,EMP006378,Returned for Correction
CHG000331,CR001400,CRT0023,Bengaluru South Civil Judge and JMFC Court,2025-12-01,EMP001689,Accepted
CHG000332,CR001409,CRT0033,Bidar Civil Judge and JMFC Court,2025-01-22,EMP002957,Filed
CHG000333,CR001412,CRT0027,Bengaluru Urban Senior Civil Court,2026-08-21,EMP001863,Filed
CHG000334,CR001413,CRT0077,Hassan Senior Civil Court,2025-12-21,EMP004702,Accepted
CHG000335,CR001415,CRT0147,Vijayapura Senior Civil Court,2026-02-13,EMP009666,Filed
CHG000336,CR001424,CRT0042,Chikkaballapura Senior Civil Court,2026-07-20,EMP003289,Filed
CHG000337,CR001428,CRT0147,Vijayapura Senior Civil Court,2025-01-30,EMP009728,Filed
CHG000338,CR001436,CRT0101,Koppal District and Sessions Court,2026-01-16,EMP006417,Filed
CHG000339,CR001440,CRT0050,Chikkamagaluru Special Court,2025-03-04,EMP003297,Filed
CHG000340,CR001447,CRT0097,Kolar Senior Civil Court,2026-03-10,EMP006206,Filed
CHG000341,CR001450,CRT0148,Vijayapura Civil Judge and JMFC Court,2025-11-11,EMP009578,Accepted
CHG000342,CR001456,CRT0024,Bengaluru South Family Court,2026-07-03,EMP001530,Filed
CHG000343,CR001460,CRT0015,Belagavi Special Court,2025-01-12,EMP000672,Filed
CHG000344,CR001461,CRT0105,Koppal Special Court,2025-08-08,EMP006496,Filed
CHG000345,CR001463,CRT0128,Tumakuru Civil Judge and JMFC Court,2025-08-01,EMP008635,Filed
CHG000346,CR001465,CRT0045,Chikkaballapura Special Court,2026-02-11,EMP003263,Accepted
CHG000347,CR001466,CRT0069,Dharwad Family Court,2025-08-31,EMP004310,Filed
CHG000348,CR001468,CRT0077,Hassan Senior Civil Court,2025-02-04,EMP004676,Filed
CHG000349,CR001471,CRT0034,Bidar Family Court,2026-01-12,EMP002950,Accepted
CHG000350,CR001477,CRT0093,Kodagu Civil Judge and JMFC Court,2025-04-18,EMP005787,Filed
CHG000351,CR001487,CRT0126,Tumakuru District and Sessions Court,2025-11-06,EMP008432,Filed
CHG000352,CR001499,CRT0146,Vijayapura District and Sessions Court,2026-01-11,EMP009758,Returned for Correction
CHG000353,CR001502,CRT0035,Bidar Special Court,2026-02-25,EMP002891,Accepted
CHG000354,CR001504,CRT0045,Chikkaballapura Special Court,2025-04-12,EMP003264,Accepted
CHG000355,CR001506,CRT0130,Tumakuru Special Court,2025-11-08,EMP008570,Filed
CHG000356,CR001507,CRT0086,Kalaburagi District and Sessions Court,2026-06-22,EMP005363,Accepted
CHG000357,CR001509,CRT0069,Dharwad Family Court,2024-12-16,EMP004220,Filed
CHG000358,CR001513,CRT0116,Raichur District and Sessions Court,2025-08-12,EMP007915,Filed
CHG000359,CR001522,CRT0024,Bengaluru South Family Court,2025-07-24,EMP001497,Filed
CHG000360,CR001523,CRT0077,Hassan Senior Civil Court,2025-08-08,EMP004742,Filed
CHG000361,CR001527,CRT0129,Tumakuru Family Court,2026-04-09,EMP008497,Filed
CHG000362,CR001528,CRT0047,Chikkamagaluru Senior Civil Court,2025-09-21,EMP003298,Accepted
CHG000363,CR001531,CRT0080,Hassan Special Court,2025-02-10,EMP004944,Filed
CHG000364,CR001536,CRT0100,Kolar Special Court,2026-04-12,EMP006203,Returned for Correction
CHG000365,CR001539,CRT0126,Tumakuru District and Sessions Court,2026-02-21,EMP008527,Filed
CHG000366,CR001541,CRT0012,Belagavi Senior Civil Court,2025-07-29,EMP000619,Filed
CHG000367,CR001545,CRT0130,Tumakuru Special Court,2025-03-17,EMP008573,Filed
CHG000368,CR001548,CRT0035,Bidar Special Court,2026-04-22,EMP002983,Accepted
CHG000369,CR001552,CRT0136,Uttara Kannada District and Sessions Court,2026-06-17,EMP009327,Filed
CHG000370,CR001553,CRT0079,Hassan Family Court,2026-08-12,EMP004663,Filed
CHG000371,CR001556,CRT0011,Belagavi District and Sessions Court,2026-11-08,EMP001103,Filed
CHG000372,CR001557,CRT0125,Shivamogga Special Court,2026-09-11,EMP008020,Filed
CHG000373,CR001561,CRT0104,Koppal Family Court,2026-02-26,EMP006457,Accepted
CHG000374,CR001563,CRT0076,Hassan District and Sessions Court,2026-01-20,EMP004707,Filed
CHG000375,CR001571,CRT0043,Chikkaballapura Civil Judge and JMFC Court,2025-04-12,EMP003263,Filed
CHG000376,CR001578,CRT0115,Mysuru Special Court,2025-12-16,EMP007101,Accepted
CHG000377,CR001582,CRT0062,Davanagere Senior Civil Court,2025-01-24,EMP004062,Filed
CHG000378,CR001585,CRT0012,Belagavi Senior Civil Court,2025-03-05,EMP000838,Filed
CHG000379,CR001588,CRT0036,Chamarajanagar District and Sessions Court,2025-04-15,EMP003255,Accepted
CHG000380,CR001597,CRT0136,Uttara Kannada District and Sessions Court,2025-10-09,EMP009253,Returned for Correction
CHG000381,CR001599,CRT0108,Mandya Civil Judge and JMFC Court,2025-02-18,EMP006871,Accepted
CHG000382,CR001613,CRT0029,Bengaluru Urban Family Court,2026-07-24,EMP002221,Filed
CHG000383,CR001615,CRT0107,Mandya Senior Civil Court,2026-04-15,EMP006763,Filed
CHG000384,CR001626,CRT0022,Bengaluru South Senior Civil Court,2026-10-28,EMP001563,Filed
CHG000385,CR001629,CRT0020,Bengaluru Rural Special Court,2026-01-31,EMP001194,Filed
CHG000386,CR001633,CRT0154,Yadgir Family Court,2024-11-23,EMP010047,Filed
CHG000387,CR001643,CRT0127,Tumakuru Senior Civil Court,2026-05-26,EMP008807,Accepted
CHG000388,CR001644,CRT0079,Hassan Family Court,2025-12-03,EMP004744,Filed
CHG000389,CR001649,CRT0085,Haveri Special Court,2025-08-10,EMP005337,Filed
CHG000390,CR001650,CRT0018,Bengaluru Rural Civil Judge and JMFC Court,2025-09-26,EMP001252,Filed
CHG000391,CR001655,CRT0126,Tumakuru District and Sessions Court,2026-07-13,EMP008434,Accepted
CHG000392,CR001657,CRT0080,Hassan Special Court,2026-03-26,EMP004651,Filed
CHG000393,CR001674,CRT0024,Bengaluru South Family Court,2026-05-24,EMP001715,Filed
CHG000394,CR001681,CRT0013,Belagavi Civil Judge and JMFC Court,2026-08-19,EMP000753,Filed
CHG000395,CR001689,CRT0076,Hassan District and Sessions Court,2025-09-12,EMP004993,Filed
CHG000396,CR001692,CRT0117,Raichur Senior Civil Court,2026-09-12,EMP007787,Accepted
CHG000397,CR001695,CRT0018,Bengaluru Rural Civil Judge and JMFC Court,2026-02-03,EMP001435,Filed
CHG000398,CR001699,CRT0150,Vijayapura Special Court,2025-05-15,EMP009731,Filed
CHG000399,CR001708,CRT0066,Dharwad District and Sessions Court,2026-04-05,EMP004325,Filed
CHG000400,CR001710,CRT0060,Dakshina Kannada Special Court,2025-01-28,EMP003406,Accepted
CHG000401,CR001716,CRT0039,Chamarajanagar Family Court,2026-08-07,EMP003258,Filed
CHG000402,CR001720,CRT0019,Bengaluru Rural Family Court,2026-09-18,EMP001333,Filed
CHG000403,CR001722,CRT0098,Kolar Civil Judge and JMFC Court,2025-07-27,EMP006074,Filed
CHG000404,CR001723,CRT0017,Bengaluru Rural Senior Civil Court,2026-09-04,EMP001249,Filed
CHG000405,CR001734,CRT0113,Mysuru Civil Judge and JMFC Court,2026-11-22,EMP007112,Filed
CHG000406,CR001739,CRT0077,Hassan Senior Civil Court,2026-05-31,EMP004844,Filed
CHG000407,CR001743,CRT0023,Bengaluru South Civil Judge and JMFC Court,2025-09-15,EMP001622,Accepted
CHG000408,CR001748,CRT0155,Yadgir Special Court,2025-07-12,EMP009933,Filed
CHG000409,CR001751,CRT0104,Koppal Family Court,2026-09-07,EMP006443,Filed
CHG000410,CR001758,CRT0077,Hassan Senior Civil Court,2025-12-03,EMP004874,Filed
CHG000411,CR001760,CRT0066,Dharwad District and Sessions Court,2025-02-28,EMP004190,Filed
CHG000412,CR001775,CRT0102,Koppal Senior Civil Court,2026-02-15,EMP006554,Filed
CHG000413,CR001778,CRT0100,Kolar Special Court,2025-04-07,EMP006065,Accepted
CHG000414,CR001780,CRT0078,Hassan Civil Judge and JMFC Court,2026-02-07,EMP004864,Filed
CHG000415,CR001782,CRT0079,Hassan Family Court,2024-09-20,EMP005002,Returned for Correction
CHG000416,CR001785,CRT0061,Davanagere District and Sessions Court,2026-06-08,EMP003925,Accepted
CHG000417,CR001786,CRT0096,Kolar District and Sessions Court,2025-11-05,EMP006236,Filed
CHG000418,CR001790,CRT0120,Raichur Special Court,2025-02-03,EMP007843,Accepted
CHG000419,CR001793,CRT0078,Hassan Civil Judge and JMFC Court,2025-06-07,EMP004829,Filed
CHG000420,CR001795,CRT0018,Bengaluru Rural Civil Judge and JMFC Court,2025-03-16,EMP001253,Filed
CHG000421,CR001799,CRT0117,Raichur Senior Civil Court,2026-06-13,EMP007708,Filed
CHG000422,CR001804,CRT0136,Uttara Kannada District and Sessions Court,2025-08-15,EMP009410,Filed
CHG000423,CR001805,CRT0126,Tumakuru District and Sessions Court,2026-01-31,EMP008835,Filed
CHG000424,CR001807,CRT0086,Kalaburagi District and Sessions Court,2025-07-11,EMP005426,Filed
CHG000425,CR001811,CRT0069,Dharwad Family Court,2025-01-26,EMP004156,Filed
CHG000426,CR001814,CRT0122,Shivamogga Senior Civil Court,2025-04-05,EMP008016,Filed
CHG000427,CR001818,CRT0147,Vijayapura Senior Civil Court,2025-03-14,EMP009572,Filed
CHG000428,CR001824,CRT0152,Yadgir Senior Civil Court,2026-03-13,EMP009943,Filed
CHG000429,CR001831,CRT0078,Hassan Civil Judge and JMFC Court,2025-10-28,EMP005032,Filed
CHG000430,CR001836,CRT0122,Shivamogga Senior Civil Court,2025-07-04,EMP008277,Filed
CHG000431,CR001842,CRT0002,Bagalkote Senior Civil Court,2026-05-11,EMP000163,Filed
CHG000432,CR001846,CRT0012,Belagavi Senior Civil Court,2024-11-06,EMP000910,Accepted
CHG000433,CR001851,CRT0074,Gadag Family Court,2026-02-07,EMP004519,Accepted
CHG000434,CR001858,CRT0120,Raichur Special Court,2025-10-17,EMP007825,Filed
CHG000435,CR001860,CRT0118,Raichur Civil Judge and JMFC Court,2026-02-27,EMP007752,Filed
CHG000436,CR001865,CRT0120,Raichur Special Court,2026-09-17,EMP007799,Filed
CHG000437,CR001868,CRT0019,Bengaluru Rural Family Court,2025-06-12,EMP001433,Filed
CHG000438,CR001869,CRT0098,Kolar Civil Judge and JMFC Court,2026-10-09,EMP006078,Filed
CHG000439,CR001874,CRT0149,Vijayapura Family Court,2025-04-01,EMP009767,Filed
CHG000440,CR001882,CRT0015,Belagavi Special Court,2025-12-18,EMP000824,Filed
CHG000441,CR001885,CRT0113,Mysuru Civil Judge and JMFC Court,2025-12-25,EMP007131,Filed
CHG000442,CR001887,CRT0055,Chitradurga Special Court,2025-03-28,EMP000889,Filed
CHG000443,CR001890,CRT0121,Shivamogga District and Sessions Court,2025-03-03,EMP008020,Filed
CHG000444,CR001894,CRT0140,Uttara Kannada Special Court,2026-07-23,EMP009347,Filed
CHG000445,CR001895,CRT0155,Yadgir Special Court,2025-10-01,EMP009943,Filed
CHG000446,CR001898,CRT0140,Uttara Kannada Special Court,2026-01-21,EMP009496,Accepted
CHG000447,CR001904,CRT0095,Kodagu Special Court,2026-10-02,EMP005759,Filed
CHG000448,CR001906,CRT0005,Bagalkote Special Court,2025-01-01,EMP000189,Filed
CHG000449,CR001908,CRT0122,Shivamogga Senior Civil Court,2026-03-25,EMP008227,Accepted
CHG000450,CR001909,CRT0086,Kalaburagi District and Sessions Court,2025-04-27,EMP005492,Filed
CHG000451,CR001913,CRT0113,Mysuru Civil Judge and JMFC Court,2025-06-25,EMP003301,Returned for Correction
CHG000452,CR001918,CRT0132,Udupi Senior Civil Court,2026-05-23,EMP009041,Filed
CHG000453,CR001921,CRT0113,Mysuru Civil Judge and JMFC Court,2025-10-05,EMP007380,Filed
CHG000454,CR001923,CRT0049,Chikkamagaluru Family Court,2026-04-04,EMP003302,Filed
CHG000455,CR001924,CRT0100,Kolar Special Court,2026-01-24,EMP006216,Accepted
CHG000456,CR001928,CRT0049,Chikkamagaluru Family Court,2025-09-20,EMP003302,Filed
CHG000457,CR001929,CRT0091,Kodagu District and Sessions Court,2025-12-13,EMP005773,Filed
CHG000458,CR001934,CRT0087,Kalaburagi Senior Civil Court,2026-05-28,EMP005382,Accepted
CHG000459,CR001938,CRT0128,Tumakuru Civil Judge and JMFC Court,2026-07-10,EMP008571,Filed
CHG000460,CR001940,CRT0012,Belagavi Senior Civil Court,2025-01-13,EMP000596,Accepted
CHG000461,CR001946,CRT0099,Kolar Family Court,2024-12-10,EMP006318,Filed
CHG000462,CR001947,CRT0113,Mysuru Civil Judge and JMFC Court,2025-05-31,EMP007257,Filed
CHG000463,CR001950,CRT0113,Mysuru Civil Judge and JMFC Court,2026-10-02,EMP007452,Accepted
CHG000464,CR001954,CRT0004,Bagalkote Family Court,2025-10-22,EMP000123,Filed
CHG000465,CR001956,CRT0047,Chikkamagaluru Senior Civil Court,2026-04-22,EMP003314,Returned for Correction
CHG000466,CR001959,CRT0070,Dharwad Special Court,2025-08-15,EMP004319,Filed
CHG000467,CR001962,CRT0020,Bengaluru Rural Special Court,2025-04-04,EMP001245,Filed
CHG000468,CR001966,CRT0031,Bidar District and Sessions Court,2025-11-18,EMP003048,Filed
CHG000469,CR001967,CRT0125,Shivamogga Special Court,2026-01-27,EMP008077,Accepted
CHG000470,CR001971,CRT0130,Tumakuru Special Court,2026-09-18,EMP008436,Filed
CHG000471,CR001972,CRT0126,Tumakuru District and Sessions Court,2025-12-13,EMP008602,Returned for Correction
CHG000472,CR001978,CRT0007,Ballari Senior Civil Court,2026-09-12,EMP000330,Filed
CHG000473,CR001983,CRT0077,Hassan Senior Civil Court,2025-12-11,EMP004949,Filed
CHG000474,CR001985,CRT0116,Raichur District and Sessions Court,2026-10-25,EMP007840,Accepted
CHG000475,CR001988,CRT0044,Chikkaballapura Family Court,2025-03-19,EMP003288,Filed
CHG000476,CR001989,CRT0138,Uttara Kannada Civil Judge and JMFC Court,2025-10-22,EMP005818,Filed
CHG000477,CR001990,CRT0123,Shivamogga Civil Judge and JMFC Court,2025-05-09,EMP008199,Accepted
CHG000478,CR001998,CRT0122,Shivamogga Senior Civil Court,2025-05-05,EMP008213,Accepted
CHG000479,CR001999,CRT0077,Hassan Senior Civil Court,2025-10-19,EMP004662,Filed
CHG000480,CR002014,CRT0122,Shivamogga Senior Civil Court,2025-09-28,EMP008045,Filed
CHG000481,CR002015,CRT0121,Shivamogga District and Sessions Court,2026-01-29,EMP008169,Filed
CHG000482,CR002016,CRT0053,Chitradurga Civil Judge and JMFC Court,2025-01-22,EMP003367,Accepted
CHG000483,CR002018,CRT0100,Kolar Special Court,2026-05-17,EMP006320,Accepted
CHG000484,CR002021,CRT0078,Hassan Civil Judge and JMFC Court,2026-10-27,EMP004650,Filed
CHG000485,CR002022,CRT0097,Kolar Senior Civil Court,2025-12-19,EMP006117,Filed
CHG000486,CR002028,CRT0001,Bagalkote District and Sessions Court,2026-03-02,EMP000004,Accepted
CHG000487,CR002038,CRT0140,Uttara Kannada Special Court,2026-02-20,EMP009329,Filed
CHG000488,CR002045,CRT0083,Haveri Civil Judge and JMFC Court,2026-04-24,EMP005299,Filed
CHG000489,CR002048,CRT0080,Hassan Special Court,2025-03-13,EMP004846,Filed
CHG000490,CR002049,CRT0085,Haveri Special Court,2025-03-02,EMP005324,Accepted
CHG000491,CR002051,CRT0029,Bengaluru Urban Family Court,2026-05-05,EMP001896,Filed
CHG000492,CR002057,CRT0048,Chikkamagaluru Civil Judge and JMFC Court,2025-07-26,EMP003304,Filed
CHG000493,CR002058,CRT0018,Bengaluru Rural Civil Judge and JMFC Court,2024-09-30,EMP001273,Accepted
CHG000494,CR002061,CRT0089,Kalaburagi Family Court,2025-02-04,EMP005353,Accepted
CHG000495,CR002073,CRT0122,Shivamogga Senior Civil Court,2026-08-17,EMP008025,Filed
CHG000496,CR002082,CRT0084,Haveri Family Court,2026-04-15,EMP005164,Filed
CHG000497,CR002083,CRT0045,Chikkaballapura Special Court,2026-01-13,EMP003279,Accepted
CHG000498,CR002087,CRT0100,Kolar Special Court,2026-09-04,EMP006291,Filed
CHG000499,CR002089,CRT0017,Bengaluru Rural Senior Civil Court,2025-02-01,EMP001374,Filed
CHG000500,CR002092,CRT0051,Chitradurga District and Sessions Court,2026-06-11,EMP003373,Filed
CHG000501,CR002094,CRT0129,Tumakuru Family Court,2025-03-26,EMP008541,Returned for Correction
CHG000502,CR002096,CRT0100,Kolar Special Court,2025-01-25,EMP006098,Filed
CHG000503,CR002103,CRT0114,Mysuru Family Court,2026-06-30,EMP007154,Accepted
CHG000504,CR002104,CRT0025,Bengaluru South Special Court,2025-06-09,EMP001693,Filed
CHG000505,CR002107,CRT0037,Chamarajanagar Senior Civil Court,2024-09-21,EMP003262,Filed
CHG000506,CR002110,CRT0129,Tumakuru Family Court,2026-04-23,EMP008641,Filed
CHG000507,CR002113,CRT0126,Tumakuru District and Sessions Court,2025-05-24,EMP008740,Filed
CHG000508,CR002125,CRT0123,Shivamogga Civil Judge and JMFC Court,2025-02-18,EMP008151,Filed
CHG000509,CR002126,CRT0077,Hassan Senior Civil Court,2025-08-16,EMP004674,Filed
CHG000510,CR002131,CRT0036,Chamarajanagar District and Sessions Court,2026-02-15,EMP003257,Filed
CHG000511,CR002135,CRT0015,Belagavi Special Court,2026-04-01,EMP000960,Filed
CHG000512,CR002136,CRT0030,Bengaluru Urban Special Court,2025-10-02,EMP002787,Filed
CHG000513,CR002138,CRT0114,Mysuru Family Court,2025-06-13,EMP007616,Filed
CHG000514,CR002156,CRT0078,Hassan Civil Judge and JMFC Court,2025-06-15,EMP004902,Filed
CHG000515,CR002157,CRT0044,Chikkaballapura Family Court,2025-10-22,EMP003292,Accepted
CHG000516,CR002159,CRT0037,Chamarajanagar Senior Civil Court,2026-02-10,EMP003260,Accepted
CHG000517,CR002168,CRT0019,Bengaluru Rural Family Court,2024-12-14,EMP001332,Accepted
CHG000518,CR002169,CRT0014,Belagavi Family Court,2025-02-14,EMP000917,Filed
CHG000519,CR002170,CRT0060,Dakshina Kannada Special Court,2026-05-25,EMP003457,Filed
CHG000520,CR002171,CRT0129,Tumakuru Family Court,2026-06-03,EMP008884,Filed
CHG000521,CR002176,CRT0051,Chitradurga District and Sessions Court,2025-03-26,EMP003372,Filed
CHG000522,CR002180,CRT0111,Mysuru District and Sessions Court,2025-02-18,EMP007354,Accepted
CHG000523,CR002183,CRT0076,Hassan District and Sessions Court,2025-04-12,EMP004730,Filed
