arrest_id,case_id,accused_person_id,arrest_date,arresting_officer_id
ARR000498,CR000625,A000625,2024-08-19,EMP008759
ARR000499,CR000627,A000627,2026-04-16,EMP008173
ARR000500,CR000628,A000628,2026-05-14,EMP003869
ARR000501,CR000629,A000629,2025-01-27,EMP004673
ARR000502,CR000630,A000630,2025-03-05,EMP006107
ARR000503,CR000631,A000631,2025-09-24,EMP008714
ARR000504,CR000632,A000632,2025-01-07,EMP007920
ARR000505,CR000633,A000633,2026-06-02,EMP009410
ARR000506,CR000634,A000634,2024-10-19,EMP000885
ARR000507,CR000635,A000635,2025-12-08,EMP000890
ARR000508,CR000636,A000636,2026-04-08,EMP003350
ARR000509,CR000638,A000638,2025-01-28,EMP004785
ARR000510,CR000639,A000639,2025-08-29,EMP003269
ARR000511,CR000641,A000641,2026-02-20,EMP000889
ARR000512,CR000642,A000642,2026-04-24,EMP006507
ARR000513,CR000643,A000643,2024-12-03,EMP005011
ARR000514,CR000644,A000644,2026-01-23,EMP005238
ARR000515,CR000645,A000645,2024-12-19,EMP003309
ARR000516,CR000647,A000647,2024-10-02,EMP006871
ARR000517,CR000649,A000649,2026-03-29,EMP004881
ARR000518,CR000650,A000650,2025-07-07,EMP008505
ARR000519,CR000651,A000651,2026-02-28,EMP000889
ARR000520,CR000652,A000652,2024-10-18,EMP003299
ARR000521,CR000653,A000653,2025-04-21,EMP009192
ARR000522,CR000654,A000654,2025-12-27,EMP000123
ARR000523,CR000655,A000655,2025-11-28,EMP006342
ARR000524,CR000656,A000656,2026-05-01,EMP008444
ARR000525,CR000657,A000657,2025-11-02,EMP008176
ARR000526,CR000658,A000658,2025-04-02,EMP006195
ARR000527,CR000659,A000659,2025-12-21,EMP008015
ARR000528,CR000660,A000660,2026-07-29,EMP007345
ARR000529,CR000661,A000661,2026-01-15,EMP005328
ARR000530,CR000662,A000662,2025-05-23,EMP004182
ARR000531,CR000663,A000663,2025-08-17,EMP007747
ARR000532,CR000664,A000664,2025-06-08,EMP003261
ARR000533,CR000666,A000666,2025-04-23,EMP005081
ARR000534,CR000668,A000668,2026-03-05,EMP008177
ARR000535,CR000669,A000669,2026-05-07,EMP000043
ARR000536,CR000670,A000670,2025-06-29,EMP003288
ARR000537,CR000672,A000672,2024-09-05,EMP004996
ARR000538,CR000673,A000673,2024-09-29,EMP008019
ARR000539,CR000674,A000674,2025-08-07,EMP004844
ARR000540,CR000675,A000675,2024-10-10,EMP009246
ARR000541,CR000676,A000676,2025-02-14,EMP000399
ARR000542,CR000677,A000677,2026-02-25,EMP009441
ARR000543,CR000679,A000679,2026-04-27,EMP001195
ARR000544,CR000680,A000680,2024-07-29,EMP004157
ARR000545,CR000681,A000681,2025-09-24,EMP000020
ARR000546,CR000682,A000682,2026-04-03,EMP007905
ARR000547,CR000683,A000683,2026-07-04,EMP003297
ARR000548,CR000684,A000684,2026-01-17,EMP001640
ARR000549,CR000685,A000685,2025-05-12,EMP003928
ARR000550,CR000686,A000686,2026-07-03,EMP004840
ARR000551,CR000687,A000687,2025-02-26,EMP006115
ARR000552,CR000688,A000688,2026-01-09,EMP010012
ARR000553,CR000690,A000690,2026-01-26,EMP005757
ARR000554,CR000692,A000692,2025-06-25,EMP003308
ARR000555,CR000693,A000693,2026-02-10,EMP006232
ARR000556,CR000694,A000694,2025-04-03,EMP002633
ARR000557,CR000696,A000696,2026-03-24,EMP003299
ARR000558,CR000697,A000697,2026-02-02,EMP006697
ARR000559,CR000698,A000698,2025-05-28,EMP008342
ARR000560,CR000699,A000699,2025-10-26,EMP006297
ARR000561,CR000700,A000700,2025-03-23,EMP006669
ARR000562,CR000701,A000701,2024-07-18,EMP003273
ARR000563,CR000702,A000702,2025-02-13,EMP004530
ARR000564,CR000704,A000704,2024-10-12,EMP007332
ARR000565,CR000705,A000705,2026-07-19,EMP000788
ARR000566,CR000706,A000706,2025-11-05,EMP009358
ARR000567,CR000707,A000707,2024-10-06,EMP001900
ARR000568,CR000708,A000708,2025-02-10,EMP002958
ARR000569,CR000709,A000709,2025-11-01,EMP003295
ARR000570,CR000710,A000710,2025-11-09,EMP006134
ARR000571,CR000711,A000711,2024-12-05,EMP008487
ARR000572,CR000712,A000712,2025-06-23,EMP003287
ARR000573,CR000713,A000713,2024-10-07,EMP004524
ARR000574,CR000714,A000714,2025-04-27,EMP009267
ARR000575,CR000715,A000715,2024-11-29,EMP000835
ARR000576,CR000716,A000716,2025-03-11,EMP006059
ARR000577,CR000718,A000718,2025-07-03,EMP009433
ARR000578,CR000719,A000719,2024-07-14,EMP003299
ARR000579,CR000720,A000720,2025-09-21,EMP003281
ARR000580,CR000721,A000721,2025-11-01,EMP001816
ARR000581,CR000723,A000723,2025-05-07,EMP003265
ARR000582,CR000724,A000724,2024-09-27,EMP002461
ARR000583,CR000726,A000726,2025-05-19,EMP008570
ARR000584,CR000727,A000727,2026-06-28,EMP006241
ARR000585,CR000728,A000728,2025-07-26,EMP006195
ARR000586,CR000729,A000729,2024-12-05,EMP003370
ARR000587,CR000730,A000730,2026-06-18,EMP005397
ARR000588,CR000731,A000731,2025-10-28,EMP007911
ARR000589,CR000732,A000732,2024-11-27,EMP003096
ARR000590,CR000733,A000733,2026-02-03,EMP008014
ARR000591,CR000735,A000735,2024-08-24,EMP003261
ARR000592,CR000736,A000736,2026-07-16,EMP009408
ARR000593,CR000737,A000737,2026-04-13,EMP001694
ARR000594,CR000739,A000739,2026-04-23,EMP003308
ARR000595,CR000740,A000740,2025-11-18,EMP001620
ARR000596,CR000741,A000741,2025-10-28,EMP001375
ARR000597,CR000742,A000742,2024-12-20,EMP001285
ARR000598,CR000743,A000743,2024-11-13,EMP005028
ARR000599,CR000744,A000744,2025-05-03,EMP004926
ARR000600,CR000745,A000745,2025-03-26,EMP005503
ARR000601,CR000747,A000747,2024-12-19,EMP006232
ARR000602,CR000748,A000748,2024-08-10,EMP003378
ARR000603,CR000749,A000749,2025-07-08,EMP007826
ARR000604,CR000751,A000751,2025-03-09,EMP003355
ARR000605,CR000752,A000752,2025-03-08,EMP008608
ARR000606,CR000754,A000754,2024-11-11,EMP003886
ARR000607,CR000755,A000755,2025-01-02,EMP009181
ARR000608,CR000756,A000756,2026-06-09,EMP004930
ARR000609,CR000757,A000757,2026-03-24,EMP000307
ARR000610,CR000758,A000758,2024-11-13,EMP000633
ARR000611,CR000760,A000760,2025-02-04,EMP001621
ARR000612,CR000761,A000761,2025-02-02,EMP006270
ARR000613,CR000762,A000762,2026-07-11,EMP004641
ARR000614,CR000764,A000764,2025-04-24,EMP000890
ARR000615,CR000765,A000765,2026-06-25,EMP008588
ARR000616,CR000767,A000767,2024-10-30,EMP002500
ARR000617,CR000768,A000768,2025-05-16,EMP003271
ARR000618,CR000769,A000769,2026-07-24,EMP006815
ARR000619,CR000770,A000770,2025-09-30,EMP005605
ARR000620,CR000772,A000772,2026-01-30,EMP005870
ARR000621,CR000774,A000774,2024-08-31,EMP006133
ARR000622,CR000775,A000775,2026-05-16,EMP007285
ARR000623,CR000776,A000776,2024-11-22,EMP003467
ARR000624,CR000777,A000777,2024-11-23,EMP007267
ARR000625,CR000778,A000778,2026-04-14,EMP004300
ARR000626,CR000779,A000779,2026-05-27,EMP005176
ARR000627,CR000781,A000781,2025-08-26,EMP006719
ARR000628,CR000782,A000782,2025-10-29,EMP001621
ARR000629,CR000784,A000784,2024-10-02,EMP000332
ARR000630,CR000785,A000785,2025-10-26,EMP003346
ARR000631,CR000786,A000786,2026-06-23,EMP008268
ARR000632,CR000787,A000787,2026-04-15,EMP003255
ARR000633,CR000788,A000788,2025-08-30,EMP009164
ARR000634,CR000789,A000789,2024-09-24,EMP008459
ARR000635,CR000790,A000790,2024-10-09,EMP004965
ARR000636,CR000791,A000791,2026-03-11,EMP006205
ARR000637,CR000792,A000792,2026-01-22,EMP002456
ARR000638,CR000793,A000793,2025-07-22,EMP005178
ARR000639,CR000795,A000795,2025-08-29,EMP007383
ARR000640,CR000796,A000796,2024-09-04,EMP008647
ARR000641,CR000797,A000797,2024-08-19,EMP007634
ARR000642,CR000798,A000798,2025-05-05,EMP002537
ARR000643,CR000799,A000799,2026-06-08,EMP002070
ARR000644,CR000801,A000801,2024-11-10,EMP000890
ARR000645,CR000802,A000802,2026-06-02,EMP005055
ARR000646,CR000803,A000803,2025-09-06,EMP008846
ARR000647,CR000804,A000804,2025-05-03,EMP005559
ARR000648,CR000805,A000805,2025-05-11,EMP008506
ARR000649,CR000806,A000806,2025-08-21,EMP010024
ARR000650,CR000807,A000807,2024-10-15,EMP007448
ARR000651,CR000808,A000808,2025-10-29,EMP006697
ARR000652,CR000809,A000809,2026-01-21,EMP008373
ARR000653,CR000810,A000810,2026-03-07,EMP003865
ARR000654,CR000811,A000811,2025-04-06,EMP001034
ARR000655,CR000812,A000812,2025-09-05,EMP007794
ARR000656,CR000814,A000814,2025-11-12,EMP003315
ARR000657,CR000815,A000815,2026-07-13,EMP008058
ARR000658,CR000816,A000816,2025-07-15,EMP009954
ARR000659,CR000817,A000817,2026-06-15,EMP006341
ARR000660,CR000818,A000818,2026-03-27,EMP003360
ARR000661,CR000819,A000819,2025-09-07,EMP001444
ARR000662,CR000820,A000820,2024-10-15,EMP003256
ARR000663,CR000821,A000821,2024-07-20,EMP005012
ARR000664,CR000822,A000822,2025-09-03,EMP001435
ARR000665,CR000825,A000825,2024-09-03,EMP004366
ARR000666,CR000827,A000827,2026-06-13,EMP000815
ARR000667,CR000828,A000828,2025-09-19,EMP000887
ARR000668,CR000829,A000829,2026-07-11,EMP006737
ARR000669,CR000830,A000830,2024-09-15,EMP007307
ARR000670,CR000831,A000831,2024-09-18,EMP000328
ARR000671,CR000832,A000832,2025-09-29,EMP005473
ARR000672,CR000833,A000833,2024-09-09,EMP005482
ARR000673,CR000834,A000834,2026-07-06,EMP004025
ARR000674,CR000835,A000835,2026-01-29,EMP002638
ARR000675,CR000837,A000837,2026-07-14,EMP008409
ARR000676,CR000838,A000838,2026-01-31,EMP001570
ARR000677,CR000839,A000839,2026-02-14,EMP009249
ARR000678,CR000840,A000840,2026-05-07,EMP003291
ARR000679,CR000842,A000842,2026-01-16,EMP008092
ARR000680,CR000843,A000843,2025-01-05,EMP009423
ARR000681,CR000844,A000844,2025-07-14,EMP004479
ARR000682,CR000845,A000845,2025-06-06,EMP007505
ARR000683,CR000846,A000846,2024-09-22,EMP000014
ARR000684,CR000847,A000847,2024-11-22,EMP002989
ARR000685,CR000848,A000848,2024-11-03,EMP008408
ARR000686,CR000849,A000849,2024-10-28,EMP008855
ARR000687,CR000853,A000853,2025-09-04,EMP008028
ARR000688,CR000855,A000855,2026-02-09,EMP005082
ARR000689,CR000856,A000856,2025-10-12,EMP004709
ARR000690,CR000857,A000857,2024-09-05,EMP003346
ARR000691,CR000858,A000858,2026-06-06,EMP006045
ARR000692,CR000860,A000860,2025-02-21,EMP008390
ARR000693,CR000861,A000861,2026-01-07,EMP005354
ARR000694,CR000862,A000862,2025-08-06,EMP004532
ARR000695,CR000863,A000863,2025-02-19,EMP006656
ARR000696,CR000866,A000866,2024-11-26,EMP004864
ARR000697,CR000867,A000867,2025-06-13,EMP005761
ARR000698,CR000868,A000868,2025-06-08,EMP003290
ARR000699,CR000869,A000869,2026-02-06,EMP007376
ARR000700,CR000870,A000870,2025-06-18,EMP002754
ARR000701,CR000871,A000871,2024-09-19,EMP009042
ARR000702,CR000872,A000872,2026-01-15,EMP008287
ARR000703,CR000873,A000873,2025-12-11,EMP000788
ARR000704,CR000874,A000874,2025-04-26,EMP000786
ARR000705,CR000876,A000876,2024-11-09,EMP003044
ARR000706,CR000877,A000877,2026-01-30,EMP004811
ARR000707,CR000878,A000878,2026-06-27,EMP007761
ARR000708,CR000879,A000879,2026-06-08,EMP005433
ARR000709,CR000880,A000880,2025-09-04,EMP005427
ARR000710,CR000882,A000882,2025-02-03,EMP002530
ARR000711,CR000884,A000884,2025-03-17,EMP004490
ARR000712,CR000885,A000885,2025-05-26,EMP005147
ARR000713,CR000887,A000887,2025-02-26,EMP006138
ARR000714,CR000888,A000888,2026-01-02,EMP004995
ARR000715,CR000890,A000890,2025-11-25,EMP003331
ARR000716,CR000893,A000893,2026-06-05,EMP004423
ARR000717,CR000894,A000894,2024-10-02,EMP004842
ARR000718,CR000895,A000895,2025-08-18,EMP001526
ARR000719,CR000896,A000896,2026-06-30,EMP008295
ARR000720,CR000900,A000900,2026-02-10,EMP002293
ARR000721,CR000903,A000903,2026-03-07,EMP003290
ARR000722,CR000904,A000904,2024-11-15,EMP006038
ARR000723,CR000906,A000906,2025-05-13,EMP007604
ARR000724,CR000909,A000909,2026-04-12,EMP000166
ARR000725,CR000910,A000910,2025-08-03,EMP008661
ARR000726,CR000911,A000911,2024-10-16,EMP006125
ARR000727,CR000912,A000912,2024-10-23,EMP002890
ARR000728,CR000913,A000913,2025-06-10,EMP008947
ARR000729,CR000914,A000914,2025-12-08,EMP003404
ARR000730,CR000915,A000915,2025-04-17,EMP009669
ARR000731,CR000916,A000916,2025-01-03,EMP005022
ARR000732,CR000918,A000918,2024-09-16,EMP008927
ARR000733,CR000919,A000919,2024-11-11,EMP003262
ARR000734,CR000920,A000920,2025-04-09,EMP005081
ARR000735,CR000921,A000921,2025-07-25,EMP007165
ARR000736,CR000922,A000922,2024-08-21,EMP009587
ARR000737,CR000923,A000923,2026-05-02,EMP006144
ARR000738,CR000924,A000924,2026-01-15,EMP003267
ARR000739,CR000925,A000925,2025-02-11,EMP007238
ARR000740,CR000929,A000929,2026-02-05,EMP006263
ARR000741,CR000930,A000930,2024-10-09,EMP005801
ARR000742,CR000931,A000931,2026-04-15,EMP001709
ARR000743,CR000932,A000932,2024-10-12,EMP000583
ARR000744,CR000933,A000933,2024-08-26,EMP005531
ARR000745,CR000934,A000934,2025-11-01,EMP003841
ARR000746,CR000935,A000935,2024-12-10,EMP003258
ARR000747,CR000936,A000936,2025-11-03,EMP007212
ARR000748,CR000938,A000938,2025-05-05,EMP005108
ARR000749,CR000939,A000939,2025-01-31,EMP003256
ARR000750,CR000940,A000940,2024-08-07,EMP008586
ARR000751,CR000941,A000941,2025-11-02,EMP000713
ARR000752,CR000942,A000942,2025-04-19,EMP007731
ARR000753,CR000945,A000945,2026-03-06,EMP007161
ARR000754,CR000946,A000946,2025-08-15,EMP003350
ARR000755,CR000947,A000947,2024-08-15,EMP007927
ARR000756,CR000948,A000948,2025-10-04,EMP008686
ARR000757,CR000949,A000949,2025-02-11,EMP005754
ARR000758,CR000950,A000950,2025-11-14,EMP006213
ARR000759,CR000951,A000951,2025-03-05,EMP003347
ARR000760,CR000954,A000954,2026-01-15,EMP006367
ARR000761,CR000955,A000955,2024-09-25,EMP007282
ARR000762,CR000957,A000957,2026-03-04,EMP004416
ARR000763,CR000958,A000958,2024-12-29,EMP001348
ARR000764,CR000959,A000959,2026-02-02,EMP003368
ARR000765,CR000960,A000960,2026-06-10,EMP003302
ARR000766,CR000962,A000962,2024-08-29,EMP002952
ARR000767,CR000963,A000963,2026-01-21,EMP007876
ARR000768,CR000964,A000964,2024-11-20,EMP003310
ARR000769,CR000965,A000965,2025-09-26,EMP004382
ARR000770,CR000966,A000966,2026-03-07,EMP003396
ARR000771,CR000967,A000967,2025-10-24,EMP008657
ARR000772,CR000968,A000968,2026-04-13,EMP004161
ARR000773,CR000969,A000969,2026-05-30,EMP003894
ARR000774,CR000970,A000970,2025-06-22,EMP005272
ARR000775,CR000971,A000971,2024-11-10,EMP005160
ARR000776,CR000972,A000972,2026-04-10,EMP004880
ARR000777,CR000973,A000973,2024-12-15,EMP004745
ARR000778,CR000974,A000974,2026-03-20,EMP000892
ARR000779,CR000975,A000975,2025-04-30,EMP004984
ARR000780,CR000976,A000976,2024-12-08,EMP005859
ARR000781,CR000980,A000980,2026-01-13,EMP006698
ARR000782,CR000981,A000981,2025-04-07,EMP004495
ARR000783,CR000982,A000982,2025-04-02,EMP004878
ARR000784,CR000983,A000983,2026-04-12,EMP000931
ARR000785,CR000984,A000984,2026-06-12,EMP004653
ARR000786,CR000985,A000985,2026-03-29,EMP003335
ARR000787,CR000986,A000986,2025-03-07,EMP004582
ARR000788,CR000987,A000987,2026-07-07,EMP008155
ARR000789,CR000988,A000988,2026-08-03,EMP008902
ARR000790,CR000989,A000989,2025-04-13,EMP006892
ARR000791,CR000990,A000990,2026-03-02,EMP008792
ARR000792,CR000991,A000991,2024-08-30,EMP000315
ARR000793,CR000992,A000992,2025-02-14,EMP009191
ARR000794,CR000993,A000993,2025-08-11,EMP000706
ARR000795,CR000995,A000995,2026-02-05,EMP008899
ARR000796,CR000996,A000996,2024-12-09,EMP008031
ARR000797,CR000998,A000998,2025-04-17,EMP000112
ARR000798,CR001000,A001000,2024-12-26,EMP004784
ARR000799,CR001002,A001002,2025-02-13,EMP003316
ARR000800,CR001003,A001003,2026-04-20,EMP001484
ARR000801,CR001004,A001004,2024-08-31,EMP008997
ARR000802,CR001005,A001005,2024-11-10,EMP008529
ARR000803,CR001006,A001006,2025-03-04,EMP005487
ARR000804,CR001007,A001007,2026-05-06,EMP009897
ARR000805,CR001008,A001008,2025-06-15,EMP009572
ARR000806,CR001009,A001009,2025-12-10,EMP003324
ARR000807,CR001010,A001010,2026-01-28,EMP004877
ARR000808,CR001011,A001011,2026-06-21,EMP002266
ARR000809,CR001012,A001012,2025-05-16,EMP001252
ARR000810,CR001013,A001013,2025-08-01,EMP004878
ARR000811,CR001014,A001014,2024-09-11,EMP005550
ARR000812,CR001015,A001015,2025-11-23,EMP004505
ARR000813,CR001016,A001016,2025-02-12,EMP006211
ARR000814,CR001017,A001017,2024-10-28,EMP005489
ARR000815,CR001018,A001018,2026-04-03,EMP004916
ARR000816,CR001019,A001019,2026-02-05,EMP005240
ARR000817,CR001021,A001021,2026-04-27,EMP009792
ARR000818,CR001022,A001022,2025-05-14,EMP007807
ARR000819,CR001023,A001023,2025-12-16,EMP006072
ARR000820,CR001024,A001024,2024-12-06,EMP005016
ARR000821,CR001025,A001025,2025-12-25,EMP006800
ARR000822,CR001026,A001026,2025-07-03,EMP001185
ARR000823,CR001028,A001028,2026-03-13,EMP006291
ARR000824,CR001029,A001029,2026-04-04,EMP007775
ARR000825,CR001030,A001030,2024-10-21,EMP003313
ARR000826,CR001031,A001031,2025-03-23,EMP007975
ARR000827,CR001032,A001032,2025-07-01,EMP008230
ARR000828,CR001034,A001034,2026-06-21,EMP007386
ARR000829,CR001035,A001035,2026-04-21,EMP005521
ARR000830,CR001036,A001036,2025-05-30,EMP004109
ARR000831,CR001037,A001037,2026-02-10,EMP010052
ARR000832,CR001039,A001039,2025-03-05,EMP004021
ARR000833,CR001041,A001041,2026-07-15,EMP008696
ARR000834,CR001043,A001043,2026-04-17,EMP007808
ARR000835,CR001046,A001046,2025-12-09,EMP003872
ARR000836,CR001047,A001047,2025-10-22,EMP001262
ARR000837,CR001048,A001048,2026-03-08,EMP007420
ARR000838,CR001049,A001049,2024-08-13,EMP000037
ARR000839,CR001050,A001050,2025-02-10,EMP006795
ARR000840,CR001052,A001052,2026-02-21,EMP004576
ARR000841,CR001053,A001053,2024-09-23,EMP007846
ARR000842,CR001055,A001055,2026-01-27,EMP003269
ARR000843,CR001056,A001056,2025-04-20,EMP002314
ARR000844,CR001058,A001058,2024-11-10,EMP000890
ARR000845,CR001059,A001059,2026-02-02,EMP008319
ARR000846,CR001060,A001060,2025-09-26,EMP003841
ARR000847,CR001061,A001061,2026-01-05,EMP006571
ARR000848,CR001063,A001063,2024-11-02,EMP003446
ARR000849,CR001064,A001064,2025-03-24,EMP006829
ARR000850,CR001065,A001065,2024-10-05,EMP009176
ARR000851,CR001067,A001067,2025-08-27,EMP008330
ARR000852,CR001069,A001069,2024-10-16,EMP006218
ARR000853,CR001071,A001071,2025-06-01,EMP006061
ARR000854,CR001072,A001072,2025-01-13,EMP000012
ARR000855,CR001074,A001074,2024-08-26,EMP008632
ARR000856,CR001075,A001075,2026-02-24,EMP007426
ARR000857,CR001076,A001076,2025-05-13,EMP008215
ARR000858,CR001078,A001078,2024-11-11,EMP006295
ARR000859,CR001079,A001079,2024-11-05,EMP008991
ARR000860,CR001080,A001080,2025-08-22,EMP001002
ARR000861,CR001083,A001083,2026-03-26,EMP004087
ARR000862,CR001084,A001084,2025-01-12,EMP001206
ARR000863,CR001085,A001085,2025-08-16,EMP004579
ARR000864,CR001086,A001086,2025-09-13,EMP007217
ARR000865,CR001087,A001087,2026-04-18,EMP007152
ARR000866,CR001088,A001088,2026-05-01,EMP009767
ARR000867,CR001089,A001089,2024-12-05,EMP000890
ARR000868,CR001090,A001090,2024-08-18,EMP006288
ARR000869,CR001091,A001091,2025-08-06,EMP008681
ARR000870,CR001092,A001092,2024-12-08,EMP003187
ARR000871,CR001093,A001093,2026-01-25,EMP009471
ARR000872,CR001094,A001094,2025-06-20,EMP000884
ARR000873,CR001096,A001096,2026-06-05,EMP006027
ARR000874,CR001098,A001098,2024-08-21,EMP000430
ARR000875,CR001099,A001099,2024-08-23,EMP007753
ARR000876,CR001100,A001100,2025-09-10,EMP008657
ARR000877,CR001101,A001101,2025-03-07,EMP004648
ARR000878,CR001102,A001102,2025-01-03,EMP000560
ARR000879,CR001103,A001103,2025-05-14,EMP004912
ARR000880,CR001104,A001104,2025-01-28,EMP008407
ARR000881,CR001105,A001105,2025-06-26,EMP005156
ARR000882,CR001106,A001106,2025-12-02,EMP003276
ARR000883,CR001107,A001107,2024-07-28,EMP006158
ARR000884,CR001109,A001109,2026-05-02,EMP006261
ARR000885,CR001110,A001110,2024-08-02,EMP003332
ARR000886,CR001113,A001113,2026-04-15,EMP000621
ARR000887,CR001114,A001114,2025-11-05,EMP006231
ARR000888,CR001115,A001115,2024-11-19,EMP006236
ARR000889,CR001117,A001117,2025-01-25,EMP004954
ARR000890,CR001118,A001118,2024-08-07,EMP004886
ARR000891,CR001119,A001119,2024-09-30,EMP005434
ARR000892,CR001120,A001120,2025-09-27,EMP003991
ARR000893,CR001122,A001122,2025-08-25,EMP006661
ARR000894,CR001123,A001123,2026-04-21,EMP006165
ARR000895,CR001124,A001124,2026-07-03,EMP004398
ARR000896,CR001125,A001125,2025-02-03,EMP004451
ARR000897,CR001126,A001126,2026-06-06,EMP005063
ARR000898,CR001128,A001128,2024-12-24,EMP010001
ARR000899,CR001129,A001129,2026-03-26,EMP003265
ARR000900,CR001131,A001131,2025-04-15,EMP000703
ARR000901,CR001132,A001132,2026-04-19,EMP006034
ARR000902,CR001133,A001133,2024-11-24,EMP007400
ARR000903,CR001134,A001134,2024-11-15,EMP003313
ARR000904,CR001135,A001135,2025-09-24,EMP003026
ARR000905,CR001136,A001136,2025-06-15,EMP003255
ARR000906,CR001137,A001137,2025-08-10,EMP002296
ARR000907,CR001139,A001139,2025-02-06,EMP005188
ARR000908,CR001140,A001140,2024-12-11,EMP002615
ARR000909,CR001141,A001141,2025-07-08,EMP003254
ARR000910,CR001143,A001143,2025-09-23,EMP008563
ARR000911,CR001144,A001144,2025-07-03,EMP005460
ARR000912,CR001146,A001146,2024-07-28,EMP004812
ARR000913,CR001147,A001147,2025-12-03,EMP008345
ARR000914,CR001148,A001148,2024-11-16,EMP003312
ARR000915,CR001149,A001149,2026-06-27,EMP006009
ARR000916,CR001151,A001151,2026-06-20,EMP000887
ARR000917,CR001152,A001152,2025-12-17,EMP003260
ARR000918,CR001153,A001153,2026-05-12,EMP004909
ARR000919,CR001154,A001154,2025-02-24,EMP008045
ARR000920,CR001156,A001156,2025-12-28,EMP006303
ARR000921,CR001157,A001157,2024-12-17,EMP003291
ARR000922,CR001160,A001160,2026-05-14,EMP000643
ARR000923,CR001162,A001162,2026-04-28,EMP006679
ARR000924,CR001164,A001164,2024-10-08,EMP005609
ARR000925,CR001165,A001165,2025-05-23,EMP006231
ARR000926,CR001166,A001166,2025-06-14,EMP004158
ARR000927,CR001167,A001167,2025-05-11,EMP009240
ARR000928,CR001168,A001168,2025-06-29,EMP002901
ARR000929,CR001169,A001169,2024-12-12,EMP003135
ARR000930,CR001170,A001170,2026-03-12,EMP007385
ARR000931,CR001171,A001171,2024-10-21,EMP005426
ARR000932,CR001174,A001174,2024-11-01,EMP009491
ARR000933,CR001175,A001175,2025-11-02,EMP007860
ARR000934,CR001176,A001176,2025-07-02,EMP004663
ARR000935,CR001177,A001177,2025-02-26,EMP008297
ARR000936,CR001179,A001179,2024-09-28,EMP006241
ARR000937,CR001180,A001180,2025-05-21,EMP004622
