crime_id,crime_datetime,time_slot,district_id,district,taluk_id,taluk,gp_id,gram_panchayat,village_id,village,police_station_name,crime_latitude,crime_longitude,crime_category,crime_type,crime_severity,hotspot_score,victim_age,victim_gender,accused_id,accused_age,accused_gender,fir_registered,case_status,cctv_available,response_time_minutes
CR000103,2025-01-01 12:31:10,Evening,631,Bengaluru South,5605,Magadi,215565.0,Motagondanahallli,626023,Kotagarahalli,Channapatna Rural PS,12.649812,77.223434,Economic Crime,Financial Fraud,Medium,75,70,Male,ACC347305,62,Male,Yes,Closed,No,25
CR000104,2025-03-08 12:29:16,Afternoon,548,Tumakuru,5537,Tumakuru,220362.0,Gangonahalli,611491,Kodimuddanahalli,Kora PS,13.266619,77.033371,Crime Against Women,Domestic Violence,High,74,53,Female,ACC080902,39,Female,Yes,Charge Sheet Filed,No,13
CR000105,2026-02-10 19:47:34,Morning,526,Bengaluru Rural,5604,Hosakote,215481.0,Ganagaluru,625754,Bagur,Doddaballapura Town PS,13.288609,77.530843,Public Order,Rioting,Medium,27,28,Male,ACC516639,39,Male,Yes,Charge Sheet Filed,No,56
CR000106,2025-12-21 22:00:38,Evening,535,Davanagere,5513,Honnali,217585.0,Hunsagatta,606873,Hunsagatta,Jagalur PS,14.496627,76.339648,Rural Crime,Crop Theft,Medium,89,29,Male,ACC00043,23,Female,No,Pending Trial,No,29
CR000107,2025-08-21 05:01:24,Morning,545,Mysuru,5573,Heggadadevankote,273305.0,Hosaholalu,619028,Krishnarajapura,Saraswathipuram PS,12.286313,76.643819,Rural Crime,Crop Theft,Medium,26,27,Female,ACC644054,23,Male,Yes,Charge Sheet Filed,No,34
CR000108,2025-10-24 02:58:42,Afternoon,539,Hassan,5560,Channarayapatna,218332.0,Balaganchi,617343,Byadarahalli,Pension Mohalla PS,13.015547,76.10844,Public Order,Rioting,Medium,76,51,Female,ACC778893,69,Male,Yes,Pending Trial,Yes,26
CR000109,2024-12-14 17:48:59,Afternoon,526,Bengaluru Rural,5603,Devanahalli,215430.0,Channarayapatna,625416,Channarayapatna Amanikere,Dobbespet PS,13.245276,77.23241,Economic Crime,Financial Fraud,Medium,46,24,Male,ACC612115,23,Female,Yes,Under Investigation,No,36
CR000110,2025-05-18 06:47:45,Night,542,Kolar,5594,Mulbagal,218998.0,Gudipalli,623039,Kallarasanahalli,BEML Nagar PS,12.977257,78.225447,Public Order,Rioting,Medium,15,59,Male,ACC00313,66,Female,Yes,Closed,No,32
CR000111,2025-01-19 12:47:38,Afternoon,527,Belagavi,7105,Nippani,215785.0,Bhoj,597161,Bhoj,Basaweshwar Chowk PS,16.395085,74.360203,Public Order,Illegal Liquor,Medium,58,65,Male,ACC191913,64,Female,Yes,Charge Sheet Filed,No,20
CR000112,2024-08-04 15:24:12,Afternoon,543,Koppal,5467,Koppal,219123.0,Hatti,601725,Murlapur,Kushtagi PS,15.759478,76.19647,Crime Against Women,Sexual Harassment,High,75,43,Female,ACC439083,64,Male,Yes,Pending Trial,No,25
CR000113,2024-11-04 00:14:47,Night,631,Bengaluru South,7196,Harohalli,215537.0,T. Hosahalli,626384,Paduvanagere,Tavarekere PS,12.985199,77.417409,Violent Crime,Robbery,Critical,53,26,Male,ACC651757,38,Female,Yes,Pending Trial,Yes,6
CR000114,2025-09-08 18:32:29,Afternoon,545,Mysuru,5572,Mysuru,219542.0,Harohalli,618769,S. Kallahalli,Deveraja Traffic PS,12.306473,76.644127,Crime Against Women,Sexual Harassment,High,26,48,Female,ACC00107,45,Male,Yes,Closed,No,26
CR000115,2026-03-28 05:11:03,Morning,548,Tumakuru,5539,Tiptur,220334.0,Halukurike,611980,Mayagondanahalli,Thirumani PS,14.234672,77.035234,Crime Against Women,Sexual Harassment,High,83,57,Female,ACC156674,56,Male,Yes,Closed,No,12
CR000116,2026-07-13 20:58:51,Night,635,Yadgir,5587,Shorapur,272748.0,Badyapur,621040,Bahirimabdi,Narayanapura PS,16.263952,76.364044,Economic Crime,Financial Fraud,Medium,32,41,Female,ACC841561,49,Female,No,Pending Trial,Yes,31
CR000117,2026-05-25 06:39:30,Night,527,Belagavi,7043,Kittur,215763.0,Nichanaki,598113,Shivanur,Mudalgi PS,16.341001,74.947465,Public Order,Illegal Liquor,Medium,19,56,Male,ACC508434,61,Male,Yes,Charge Sheet Filed,Yes,23
CR000118,2024-11-01 21:08:13,Afternoon,630,Chikkaballapura,5599,Sidlaghatta,219033.0,Malamachana Halli,624245,Mugiludupi,Peresandra PS,13.58229,77.767935,Violent Crime,Murder,Critical,69,67,Female,ACC128623,37,Female,Yes,Charge Sheet Filed,No,5
CR000119,2025-07-04 10:40:46,Morning,547,Shivamogga,5516,Sorab,220033.0,Hosabale,607608,Magadi,Anavatti PS,14.553281,75.158008,Economic Crime,Financial Fraud,Medium,93,54,Male,ACC066873,23,Male,No,Under Investigation,Yes,26
CR000120,2025-01-21 13:55:08,Evening,550,Uttara Kannada,5480,Haliyal,,Unknown,938824,Guttigeri,Ambikanagar PS,15.12383,74.641158,Cyber Crime,UPI Fraud,Medium,90,68,Male,ACC829487,50,Female,Yes,Charge Sheet Filed,No,41
CR000121,2024-12-26 14:47:35,Evening,539,Hassan,5559,Hole Narsipur,218432.0,Thathanahalli,616985,Tejur Mayagowdanahalli,Konanur PS,12.632657,76.030055,Violent Crime,Murder,Critical,58,20,Female,ACC00397,52,Female,Yes,Under Investigation,No,11
CR000122,2024-07-29 06:51:43,Late Night,536,Dharwad,5476,Kalghatgi,217688.0,Beeravalli,602517,Astakatti,Kundagol PS,15.24434,75.230149,Property Crime,Vehicle Theft,Medium,31,32,Female,ACC744034,38,Female,No,Closed,Yes,37
CR000123,2026-05-31 09:06:43,Night,631,Bengaluru South,5605,Magadi,215547.0,Banavadi,625860,Byrasandra,Kanakapura Rural PS,12.570874,77.427193,Property Crime,Vehicle Theft,Medium,36,49,Female,ACC00041,24,Female,Yes,Under Investigation,Yes,59
CR000124,2025-01-09 23:51:35,Evening,545,Mysuru,5573,Heggadadevankote,219439.0,B.Matakere,618920,Alanahalli,Beechanahalli PS,11.582249,76.201881,Violent Crime,Attempt to Murder,Critical,31,55,Male,ACC00470,44,Male,Yes,Pending Trial,No,8
CR000125,2025-02-10 10:07:09,Evening,527,Belagavi,5439,Khanapur,215956.0,Gunji,597933,Sangargali,Hukkeri PS,16.241354,74.585622,Crime Against Women,Stalking,High,17,34,Female,ACC022287,66,Female,Yes,Under Investigation,Yes,22
CR000126,2025-06-06 09:03:46,Night,545,Mysuru,5573,Heggadadevankote,219441.0,Bheemanahalli,618841,Bheemanahalli,Biligere PS I Badanavalu,12.41436,76.441956,Cyber Crime,OTP Scam,Medium,61,48,Female,ACC00211,30,Male,No,Pending Trial,Yes,51
CR000127,2026-01-12 17:49:25,Morning,533,Chitradurga,5507,Hosdurga,217157.0,Devigere,605831,Kumbaragatte,Srirampura PS,12.978491,77.547201,Economic Crime,Financial Fraud,Medium,44,76,Female,ACC00191,54,Male,Yes,Closed,Yes,37
CR000128,2024-11-26 20:17:59,Morning,547,Shivamogga,5516,Sorab,220043.0,Mutuguppe,607536,Haralige,Hosanagara PS,13.900914,75.079755,Economic Crime,Financial Fraud,Medium,60,37,Female,ACC947562,26,Female,Yes,Closed,No,31
CR000129,2024-11-16 16:26:31,Evening,545,Mysuru,5570,Hunsur,219476.0,Dodda Hejjur,618392,Kolavige,T. Narasipura PS,12.140884,76.520307,Public Order,Illegal Liquor,Medium,20,31,Female,ACC00478,44,Female,No,Under Investigation,No,34
CR000130,2025-04-12 20:33:16,Morning,525,Bengaluru Urban,5544,Bengaluru East,,Unknown,938288,Doddakannalli,Peenya PS,13.028408,77.538381,Violent Crime,Attempt to Murder,Critical,28,65,Female,ACC936925,43,Male,Yes,Charge Sheet Filed,No,13
CR000131,2024-08-21 07:58:41,Afternoon,542,Kolar,5590,Srinivaspur,219056.0,Lakshmipura,621528,Mallampalli,Champion Reefs PS,12.975841,78.262208,Economic Crime,Cheating,Medium,43,41,Male,ACC00144,68,Female,Yes,Closed,No,23
CR000132,2025-01-27 07:37:05,Night,539,Hassan,5557,Alur,218202.0,Byarapura,616392,Soppinahalli,Arakalagud PS,12.759264,76.045911,Crime Against Women,Sexual Harassment,High,58,26,Female,ACC800356,33,Male,Yes,Under Investigation,No,19
CR000133,2025-04-08 11:29:58,Afternoon,527,Belagavi,7105,Nippani,215817.0,Manakapur,597148,Kasanal,Nandagad PS,15.562746,74.556083,Rural Crime,Sand Mining,Medium,47,23,Male,ACC865276,58,Female,Yes,Pending Trial,No,34
CR000134,2025-07-24 14:21:07,Night,532,Chikkamagaluru,5530,Chikkamagaluru,,Unknown,939548,Channapura,Koppa PS,12.700224,76.963209,Violent Crime,Assault,Critical,24,25,Male,ACC00108,51,Male,Yes,Charge Sheet Filed,No,7
CR000135,2025-09-16 14:03:12,Night,548,Tumakuru,5540,Turuvekere,220398.0,Goni Tumkur,612349,Badagarahalli,Jayanagara PS,13.960166,75.558417,Cyber Crime,Phishing,Medium,61,49,Female,ACC00339,20,Female,No,Under Investigation,Yes,30
CR000136,2025-04-24 09:40:15,Morning,540,Haveri,5491,Hangal,218499.0,Kargudari,604059,Nitaginakoppa,Rattihalli PS,14.447432,75.524812,Violent Crime,Murder,Critical,39,19,Female,ACC843697,24,Female,Yes,Under Investigation,Yes,7
CR000137,2025-02-08 07:53:22,Evening,546,Raichur,7403,Arakera,219696.0,Nagadadinni,600720,Heggaddinni,Gabbur PS,16.304392,77.167708,Rural Crime,Cattle Theft,Medium,26,35,Female,ACC977549,35,Female,Yes,Charge Sheet Filed,Yes,29
CR000138,2024-11-23 23:58:25,Evening,546,Raichur,7101,Maski,219730.0,Santhekallur,600498,Muslikarlkunti,Mudgal PS,16.008995,76.440363,Crime Against Women,Stalking,High,54,36,Female,ACC00484,20,Female,Yes,Pending Trial,No,17
CR000139,2026-01-05 01:23:54,Night,546,Raichur,5460,Devadurga,219697.0,Palakanamardi,600627,Devergud,Hutti PS,16.180269,76.669816,Rural Crime,Cattle Theft,Medium,90,28,Female,ACC066315,50,Female,No,Closed,Yes,22
CR000140,2024-09-26 00:31:40,Morning,541,Kodagu,7125,Ponnampet,218754.0,Nalkeri,618073,Nalkeri,Madikeri Rural PS,12.419201,75.740425,Violent Crime,Attempt to Murder,Critical,58,29,Male,ACC153643,22,Female,Yes,Pending Trial,No,9
CR000141,2025-09-30 10:12:45,Afternoon,544,Mandya,5550,Mandya,219352.0,Mudagandur,614404,Bommanahalli,K.R. Sagar PS,12.405851,76.58136,Property Crime,House Burglary,Medium,98,75,Male,ACC324475,24,Male,Yes,Charge Sheet Filed,No,57
CR000142,2025-05-17 14:43:54,Morning,548,Tumakuru,5539,Tiptur,220348.0,Sarthavalli,611999,Thammadihalli,Chelur PS,13.253468,76.559572,Crime Against Women,Sexual Harassment,High,42,45,Female,ACC828261,64,Male,Yes,Under Investigation,Yes,24
CR000143,2024-10-16 08:06:45,Night,542,Kolar,5591,Kolar,218945.0,Marjenahalli,622001,Koothandahalli,Bethamangala PS,13.017313,78.323348,Public Order,Illegal Gambling,Medium,48,78,Male,ACC385089,53,Male,Yes,Charge Sheet Filed,No,28
CR000144,2024-12-20 17:32:51,Evening,539,Hassan,5554,Belur,218318.0,Narayanapura,615204,Hanumidi,Halebeedu PS,13.201938,75.976402,Crime Against Women,Stalking,High,84,76,Female,ACC00375,30,Female,Yes,Under Investigation,Yes,16
CR000145,2024-12-05 10:26:40,Night,530,Vijayapura,7073,Talikoti,216613.0,Kodaganur,599708,Navadagi,Almel PS,17.101077,76.203342,Economic Crime,Financial Fraud,Medium,67,70,Male,ACC546550,69,Male,Yes,Under Investigation,Yes,26
CR000146,2026-05-07 09:17:33,Evening,536,Dharwad,5474,Navalgund,217757.0,Yemanur,602334,Padesur,Annigeri PS,15.444209,75.44498,Crime Against Women,Sexual Harassment,High,61,29,Female,ACC239435,32,Male,Yes,Charge Sheet Filed,No,20
CR000147,2024-08-19 07:00:36,Morning,533,Chitradurga,5506,Holalkere,217123.0,B.Durga,605629,Tanigehalli,Chitradurga Extension PS,14.233418,76.423705,Crime Against Women,Domestic Violence,High,47,53,Female,ACC00126,47,Male,Yes,Pending Trial,No,16
CR000148,2025-05-03 05:25:41,Evening,542,Kolar,7002,Kolar Gold Field,218820.0,T Gollahalli,622715,Ysandra,Gownapalli PS,13.530482,78.234236,Public Order,Illegal Liquor,Medium,33,63,Female,ACC00352,51,Female,Yes,Under Investigation,No,47
CR000149,2024-11-20 19:19:20,Morning,530,Vijayapura,7070,Chadchan,216567.0,Dhulkhed,599183,Shiragur Khalasa,Golgumbaz PS,16.834621,75.744117,Crime Against Women,Domestic Violence,High,72,47,Female,ACC868283,63,Female,Yes,Charge Sheet Filed,No,29
CR000150,2024-08-26 10:32:34,Night,544,Mandya,5549,Shrirangapattana,219418.0,Belagola,614282,Yadathittu,K.M. Doddi PS,12.488271,77.056593,Public Order,Rioting,Medium,7,35,Female,ACC00083,51,Male,No,Under Investigation,No,45
CR000151,2026-07-18 07:44:40,Evening,534,Dakshina Kannada,7197,Ullala,217319.0,Munnuru,617516,Munnur (Ct),Surathkal PS,12.97744,74.79101,Public Order,Illegal Gambling,Medium,75,22,Male,ACC601938,34,Male,No,Pending Trial,No,54
CR000152,2026-03-27 19:47:23,Afternoon,534,Dakshina Kannada,5563,Beltangadi,217251.0,Barya,617667,Barya,Dharmasthala PS,12.576653,75.228018,Public Order,Illegal Liquor,Medium,56,33,Male,ACC00131,49,Female,Yes,Pending Trial,No,32
CR000153,2024-11-17 06:30:13,Evening,550,Uttara Kannada,5486,Siddapur,220708.0,Nilkund,603538,Nandyane,UK CEN Crime PS,14.82269,74.128476,Crime Against Women,Sexual Harassment,High,51,64,Female,ACC877810,62,Female,No,Pending Trial,No,25
CR000154,2025-07-15 07:19:03,Afternoon,530,Vijayapura,5449,Vijayapura,216524.0,Hittanahalli,599103,Utnal,Vijayapur CEN Crime PS,16.834469,75.713386,Property Crime,Shop Theft,Medium,43,79,Male,ACC587414,30,Female,Yes,Pending Trial,No,39
CR000155,2024-08-11 18:59:03,Evening,738,Vijayanagara,5502,Kudligi,216244.0,Suladahalli,605119,Suladhahalli,Gandhinagar PS,15.249628,76.585334,Public Order,Illegal Gambling,Medium,54,61,Female,ACC158317,62,Male,Yes,Closed,No,33
CR000156,2025-07-17 23:45:39,Night,538,Kalaburagi,5586,Jevargi,218054.0,Naribol,620848,Rajwal,Ferhatabad PS,17.178181,76.805764,Public Order,Rioting,Medium,46,27,Male,ACC588036,34,Female,Yes,Closed,No,50
CR000157,2025-08-26 08:02:02,Night,541,Kodagu,5568,Virajpet,218736.0,Chembe Bellur,924038,Bellarimadu,Madikeri Traffic PS,12.441045,75.736731,Crime Against Women,Stalking,High,33,48,Female,ACC00341,36,Female,Yes,Closed,No,12
CR000158,2024-12-05 10:33:32,Night,545,Mysuru,5575,Tirumakudal - Narsipur,,Unknown,619402,Algodu,Narasimharaja Traffic PS,12.330337,76.64137,Property Crime,Shop Theft,Medium,44,35,Male,ACC00341,40,Female,No,Closed,Yes,21
CR000159,2024-11-24 23:17:53,Afternoon,542,Kolar,5593,Bangarapet,218817.0,Soolikunte,622464,Ramapuradinne,Bethamangala PS,13.012522,78.347323,Cyber Crime,Phishing,Medium,39,21,Male,ACC00249,65,Male,No,Closed,No,33
CR000160,2025-04-12 22:12:16,Afternoon,545,Mysuru,7098,Saraguru,219442.0,Bidarahalli,619078,Singapatna,Bilikere PS,12.201854,76.248275,Violent Crime,Murder,Critical,64,68,Female,ACC659258,41,Male,Yes,Charge Sheet Filed,Yes,13
CR000161,2025-12-23 07:04:47,Afternoon,631,Bengaluru South,5606,Ramanagara,215599.0,Bannikuppe2,626175,Lakkojanahalli,Ramanagar CEN Crime PS,12.744031,77.278037,Public Order,Rioting,Medium,53,33,Female,ACC00274,44,Female,Yes,Pending Trial,No,37
CR000162,2026-04-10 01:24:23,Night,630,Chikkaballapura,5600,Chintamani,218865.0,Mitta Halli,624354,Mittahalli,Nandi Giridhama PS,13.401538,77.680782,Economic Crime,Cheating,Medium,78,78,Female,ACC798962,49,Male,Yes,Under Investigation,No,26
CR000163,2026-05-15 07:18:43,Night,525,Bengaluru Urban,5544,Bengaluru East,215379.0,Doddabanahalli,613107,Bandapura,High Grounds PS,13.002514,77.586009,Public Order,Illegal Gambling,Medium,56,58,Female,ACC011399,50,Male,Yes,Under Investigation,Yes,21
CR000164,2025-04-05 21:18:27,Evening,532,Chikkamagaluru,5526,Koppa,216898.0,Binthravalli,609000,Thalamakki,Jayapura PS,12.117918,76.331774,Crime Against Women,Stalking,High,59,54,Female,ACC672294,26,Male,Yes,Closed,No,12
CR000165,2025-04-15 13:19:09,Evening,532,Chikkamagaluru,5530,Chikkamagaluru,216803.0,Doddamagaravalli,609854,Donagudige,Koppa PS,12.698524,76.964884,Public Order,Rioting,Medium,33,55,Female,ACC567523,64,Male,No,Charge Sheet Filed,No,23
CR000166,2024-09-10 23:21:01,Night,532,Chikkamagaluru,5529,Kadur,216861.0,K.Bidre,609558,B.Basavanahalli,Koppa PS,12.695776,76.965392,Public Order,Rioting,Medium,54,36,Female,ACC00272,19,Male,No,Closed,No,23
CR000167,2024-11-24 23:02:37,Evening,545,Mysuru,5575,Tirumakudal - Narsipur,219651.0,Karohatti,619405,Karohatti,Jayapura PS,12.105033,76.333288,Rural Crime,Sand Mining,Medium,52,61,Male,ACC008815,44,Female,Yes,Closed,No,59
CR000168,2024-08-13 22:21:39,Morning,536,Dharwad,5476,Kalghatgi,217692.0,Devalingekoppa,602439,Jammihal,Vidyanagar PS,14.43402,75.909301,Public Order,Illegal Liquor,Medium,28,36,Male,ACC169576,25,Female,Yes,Charge Sheet Filed,No,56
CR000169,2026-07-12 01:56:45,Afternoon,533,Chitradurga,5508,Hiriyur,217092.0,Dharampura,606119,Dharmapura,Chitrahalli Gate PS,14.110022,76.25218,Economic Crime,Forgery,Medium,33,33,Female,ACC240970,62,Male,Yes,Under Investigation,Yes,23
CR000170,2025-07-18 06:03:44,Night,542,Kolar,7002,Kolar Gold Field,218807.0,Kangandlahalli,622805,Mothakapalli,Mulbagal Town PS,13.152608,78.388329,Crime Against Women,Sexual Harassment,High,20,23,Female,ACC031243,27,Male,No,Closed,Yes,22
CR000171,2024-12-13 23:17:19,Afternoon,539,Hassan,5558,Arkalgud,218230.0,Hulikallu,616631,Kaniyar,Sakaleshpura Town PS,12.947,75.782346,Economic Crime,Forgery,Medium,55,36,Female,ACC397414,37,Female,Yes,Charge Sheet Filed,No,53
CR000172,2026-06-28 09:51:47,Morning,536,Dharwad,5475,Hubballi,273024.0,Channapura,602415,Ramapur,Dharwad Sub-Urban PS,15.371182,75.157955,Crime Against Women,Domestic Violence,High,29,21,Female,ACC00040,60,Male,Yes,Closed,No,12
CR000173,2025-08-11 07:06:34,Morning,526,Bengaluru Rural,5603,Devanahalli,215431.0,Chennahalli,625436,Haralur,Doddaballapura Rural PS,13.295196,77.511371,Crime Against Women,Domestic Violence,High,16,33,Female,ACC595163,30,Male,Yes,Closed,Yes,18
CR000174,2026-06-27 14:29:52,Evening,548,Tumakuru,5533,Sira,220292.0,Buppasandra,610483,Bettanahalli,Thilak Park PS,13.327763,77.072659,Rural Crime,Sand Mining,Medium,75,63,Female,ACC543292,22,Male,Yes,Charge Sheet Filed,Yes,53
CR000175,2025-08-23 00:07:57,Afternoon,540,Haveri,5492,Haveri,218546.0,Naganur,604194,Benchihalli,Shiggaon PS,14.985392,75.22577,Rural Crime,Cattle Theft,Medium,82,21,Female,ACC00365,56,Male,Yes,Under Investigation,Yes,28
CR000176,2026-04-04 13:15:16,Morning,526,Bengaluru Rural,5601,Nelamangala,215583.0,Kalalaghatta,624830,Alunaikanahalli,Doddabelavangala PS,13.294802,77.441805,Rural Crime,Sand Mining,Medium,34,30,Female,ACC00185,43,Female,Yes,Pending Trial,Yes,48
CR000177,2026-01-09 18:54:25,Afternoon,532,Chikkamagaluru,5528,Tarikere,217012.0,Udeva,609343,Ganguru,Koppa PS,12.702258,76.961747,Public Order,Illegal Gambling,Medium,20,37,Female,ACC331305,19,Female,Yes,Closed,No,38
CR000178,2024-08-14 20:16:11,Evening,529,Bidar,5455,Bhalki,216375.0,Dadgi,599918,Dadgi,Chintaki PS,18.278049,77.536647,Violent Crime,Attempt to Murder,Critical,47,43,Male,ACC537495,53,Male,Yes,Closed,No,5
CR000179,2025-02-09 07:08:05,Night,531,Chamarajanagar,5579,Kollegal,216770.0,Sathegala,619814,Sathegala,Chamarajanagar Traffic PS,11.914842,76.931353,Violent Crime,Assault,Critical,51,60,Female,ACC109831,44,Female,Yes,Charge Sheet Filed,No,9
CR000180,2025-05-07 11:06:07,Night,533,Chitradurga,5505,Chitradurga,217071.0,J.N. Kote,605576,Sajjanakere,Chitradurga Extension PS,14.24158,76.401393,Economic Crime,Financial Fraud,Medium,31,48,Male,ACC153749,29,Male,Yes,Charge Sheet Filed,Yes,60
CR000181,2025-10-25 16:10:17,Afternoon,630,Chikkaballapura,5596,Chikkaballapura,218834.0,Hosa Hudya,623681,Hosahudya,Nandi Giridhama PS,13.389662,77.712727,Cyber Crime,UPI Fraud,Medium,91,20,Male,ACC359654,52,Male,Yes,Pending Trial,Yes,37
CR000182,2024-08-08 15:09:21,Afternoon,550,Uttara Kannada,5483,Sirsi,220724.0,Guadnapur,603302,Madralli,Karwar Rural PS,14.792076,74.132234,Crime Against Women,Domestic Violence,High,11,71,Female,ACC305939,65,Female,Yes,Pending Trial,No,13
CR000183,2025-12-15 01:11:10,Afternoon,544,Mandya,5546,Krishnarajpet,219217.0,Dabbegatta,613381,Govindanahalli,Kikkeri PS,12.786883,76.427755,Cyber Crime,Phishing,Medium,91,77,Male,ACC00085,62,Female,No,Closed,No,27
CR000184,2024-12-24 12:30:00,Night,541,Kodagu,5567,Somvarpet,218691.0,Besur,938987,Hemmane,Kushalnagar Traffic PS,12.499926,75.942707,Violent Crime,Attempt to Murder,Critical,75,65,Female,ACC00154,41,Male,Yes,Closed,Yes,14
CR000185,2026-02-12 19:43:35,Morning,536,Dharwad,5474,Navalgund,217745.0,Javur,602329,Ballur,Hubli Town PS,15.346002,75.132878,Crime Against Women,Domestic Violence,High,42,50,Female,ACC079085,57,Female,Yes,Closed,No,16
CR000186,2025-10-23 04:52:32,Night,546,Raichur,5462,Manvi,219765.0,Sangapur,600991,Mallige Madugu,Yeregera PS,16.064589,77.424303,Public Order,Rioting,Medium,93,23,Male,ACC867135,44,Female,Yes,Pending Trial,Yes,27
CR000187,2025-08-07 20:40:59,Afternoon,548,Tumakuru,5538,Gubbi,220131.0,Chellur,611705,Kachenahalli,Tiptur Town PS,13.154196,76.293446,Economic Crime,Financial Fraud,Medium,26,47,Male,ACC249029,49,Female,Yes,Under Investigation,Yes,41
CR000188,2025-07-03 16:12:42,Afternoon,526,Bengaluru Rural,5604,Hosakote,215484.0,Jadigenahalli,625652,Vadigehalli,Hosakote PS,13.075194,77.778655,Cyber Crime,UPI Fraud,Medium,65,77,Female,ACC00475,27,Male,No,Charge Sheet Filed,Yes,49
CR000189,2026-07-06 16:58:32,Morning,531,Chamarajanagar,5578,Yelandur,216781.0,Gumballi,619809,Komaranapura,Chamarajanagar Traffic PS,11.932965,76.931045,Property Crime,House Burglary,Medium,5,80,Female,ACC00120,31,Female,Yes,Pending Trial,Yes,42
CR000190,2024-11-14 08:49:41,Afternoon,550,Uttara Kannada,5478,Karwar,220657.0,Mudgeri,602580,Hosali,Bhatkal Town PS,14.008298,74.523301,Crime Against Women,Sexual Harassment,High,11,71,Female,ACC455816,58,Male,Yes,Pending Trial,Yes,25
CR000191,2025-02-01 00:20:45,Evening,533,Chitradurga,5508,Hiriyur,217102.0,Javanagondanahally,606187,Javanagondanahalli,Chitradurga CEN Crime PS,14.140857,76.259325,Violent Crime,Assault,Critical,10,49,Male,ACC631271,56,Female,Yes,Charge Sheet Filed,Yes,12
CR000192,2026-07-19 09:27:04,Morning,539,Hassan,5556,Hassan,218375.0,Doddagenigere,616060,Gendekatte Forest,Arasikere Town PS,13.322465,76.240511,Property Crime,Shop Theft,Medium,71,54,Female,ACC605922,19,Female,Yes,Under Investigation,No,55
CR000193,2024-09-23 15:34:08,Evening,538,Kalaburagi,7089,Yadrami,218034.0,Bilwar,620833,Nagarhalli,Nimbarga PS,17.37965,76.575121,Public Order,Rioting,Medium,20,72,Male,ACC544809,34,Female,Yes,Charge Sheet Filed,Yes,49
CR000194,2025-08-29 17:21:12,Morning,630,Chikkaballapura,5596,Chikkaballapura,,Unknown,938376,Ganganamidde,Chelur PS,13.282202,76.549662,Crime Against Women,Domestic Violence,High,40,45,Female,ACC00350,58,Female,Yes,Closed,No,17
CR000195,2024-09-10 23:37:03,Evening,535,Davanagere,5514,Channagiri,217435.0,Kogaluru,606956,Chikkakogalur,Harihara Town PS,14.504612,75.788038,Rural Crime,Sand Mining,Medium,74,40,Female,ACC360947,53,Male,Yes,Pending Trial,No,26
CR000196,2025-07-25 09:36:55,Night,550,Uttara Kannada,5481,Yellapur,220756.0,Angod,602883,Nagarakhan,Kumta PS,14.450219,74.405901,Property Crime,Shop Theft,Medium,8,46,Male,ACC198739,44,Female,Yes,Under Investigation,No,53
